status,time,card_type,city,amount,id
fail,2025-09-18 07:07:00,Amex,Tehran,250000.0,90
fail,2025-09-13 11:11:00,Discover,Karaj,850000.0,61
fail,2025-09-09 14:02:00,Amex,Tabriz,0.0,46
success,2025-09-23 14:00:00,Master-Card,Isfahan,900000.0,51
fail,2025-09-19 15:45:00,Discover,TEHRAN,419089.0,62
success,2025-09-13 01:51:00,Vsa,Qom,443463.0,35
fail,2025-09-11 17:17:00,Amex,Tehran,471227.0,81
success,2025-09-01 19:19:00,Visa,Ahvaz,1000.0,42
fail,2025-09-24 14:30:00,Discover,Tabriz,0.0,45
failed,2025-09-30 07:08:00,MasterCard,Qom,1050805.0,68
success,2025-09-22 05:23:00,MastCard,Mashhad,0.0,75
Success,2025-09-07 16:16:00,Discover,Tabriz,1463119.0,47
success,2025-09-25 14:11:00,visa,Tehran,0.0,79
fail,2025-09-21 18:00:00,MastCard,Tabriz,0.0,30
fail,2025-09-15 23:59:00,Discover,Tehran,1.0,24
succeed,2025-09-01 18:45:00,Visa,Tabriz,976246.0,66
success,2025-09-12 02:24:00,Visa,nan,100.5,43
fail,2025-09-26 08:08:00,MasterCard,Isfahan,555555.0,34
success,2025-09-07 07:08:00,MasterCard,THR,0.0,23
success,2025-09-15 12:12:00,Vsa,Qom,-5000.0,61
fail,2025-09-21 00:00:00,MastCard,Shiraz,-5000.0,96
fail,2025-09-19 10:48:00,Visa,Tehran,12345.0,37
failed,2025-09-28 06:06:00,Amex,Tabriz,1768588.0,13
fail,2025-09-29 02:24:00,Visa,Mashhad,1782689.0,98
fail,2025-09-25 06:30:00,MasterCard,THR,-5000.0,71
fail,2025-09-01 02:37:00,MastCard,Tehran,200000.0,97
fail,2025-09-17 20:20:00,MasterCard,Mashhad,774681.0,7
success,2025-09-17 14:30:00,Vsa,Tehran,914465.0,42
fail,2025-09-03 03:27:00,VISA,Mashhad,914282.0,38
fail,2025-09-12 08:08:00,Amex,Shiraz,63489.0,52
Success,2025-09-06 18:12:00,Visa,Karaj,976246.0,44
fail,2025-09-26 00:00:00,Discover,Tehran,1782689.0,64
fail,2025-09-11 13:10:00,Visa,Tehran,250000.0,13
success,2025-09-03 12:12:00,Amex,Mashhad,1.0,89
success,2025-09-08 11:11:00,Vsa,nan,333333.0,28
failed,2025-09-14 02:20:00,Amex,Isfahan,99999.0,97
fail,2025-09-14 11:11:00,Vsa,Isfahan,976246.0,82
failed,2025-09-10 14:00:00,Vsa,Isfahan,1427657.0,99
success,2025-09-02 18:12:00,Master-Card,Tehran,200000.0,99
success,2025-09-14 02:30:00,Discover,Ahvaz,-5000.0,1
fail,2025-09-09 14:02:00,Master-Card,Tabriz,1768588.0,43
fail,2025-09-03 19:51:00,Amex,Karaj,1502601.0,42
success,2025-09-21 07:07:00,Discover,Mashhad,-5000.0,96
failed,2025-09-26 00:00:00,visa,Shiraz,850000.0,50
success,2025-09-08 01:01:00,Master Card,Tehran,0.0,60
fail,2025-09-16 05:56:00,Amex,TEHRAN,0.0,1
fail,2025-09-02 03:00:00,Vsa,Tabriz,1883871.0,51
success,2025-09-06 02:30:00,Discover,Shiraz,1387769.0,16
success,2025-09-28 07:08:00,MasterCard,Ahvaz,100000.0,39
fail,2025-09-21 02:20:00,Visa,Qom,0.0,15
fail,2025-09-29 17:17:00,MasterCard,Isfahan,50200.0,33
success,2025-09-26 04:40:00,MasterCard,Tehran ,1578078.0,88
success,2025-09-25 16:16:00,Visa,Tabriz,-5000.0,53
success,2025-09-12 12:12:00,MastCard,tehr@n,1472823.0,99
failed,2025-09-05 03:27:00,Visa,Tehran,850000.0,17
success,2025-09-02 22:27:00,Visa,Isfahan,1782689.0,90
fail,2025-09-16 11:11:00,Discover,Tehran,850000.0,6
success,2025-09-05 23:59:00,MasterCard,Tehran,0.0,31
succeed,2025-09-15 03:27:00,Discover,Tabriz,205000.0,69
failed,2025-09-12 20:20:00,Discover,Tehran,452545.0,40
failed,2025-09-04 11:11:00,Discover,ThRan,914465.0,30
fail,2025-09-15 09:09:00,Visa,Ahvaz,471227.0,69
success,2025-09-11 01:51:00,MasterCard,Tehran,0.0,76
failed,2025-09-16 02:30:00,Master-Card,Tabriz,5000.0,7
success,2025-09-23 23:17:00,Visa,Shiraz,650000.0,13
fail,2025-09-06 07:08:00,MastCard,Isfahan,419089.0,4
Success,2025-09-14 21:21:00,Visa,karaj,545116.0,50
success,2025-09-18 04:40:00,Discover,Mashhad,419089.0,3
fail,2025-09-12 01:51:00,Discover,Shiraz,200000.0,12
fail,2025-09-27 03:27:00,nan,Qom,9999999999.0,65
success,2025-09-11 05:56:00,MasterCard,Shiraz,100000.0,27
success,2025-09-13 21:21:00,MastCard,Tabriz,850000.0,50
fail,2025-09-21 20:33:00,Amex,Isfahan,99999.0,77
success,2025-09-23 02:20:00,Visa,Tehran,914465.0,17
failed,2025-09-11 05:23:00,Master Card,Qom,1578078.0,72
success,2025-09-23 08:08:00,Discover,Mashhad,0.0,32
fail,2025-09-16 17:07:00,Visa,Ahvaz,-5000.0,84
success,2025-09-15 05:56:00,Discover,Tabriz,471227.0,51
fail,2025-09-21 21:23:00,Discover,Isfahan,1463119.0,17
fail,2025-09-28 20:33:00,Visa,Tehran,1578078.0,34
fail,2025-09-15 14:30:00,Amex,Shiraz,0.0,35
failed,2025-09-25 01:51:00,Discover,karaj,443463.0,100
fail,2025-09-04 02:30:00,Amex,Ahvaz,343679.0,24
fail,2025-09-11 06:06:00,Visa,tehr@n,-5000.0,54
fail,2025-09-19 01:01:00,visa,Tehran ,1578078.0,18
success,2025-09-15 04:15:00,Visa,Ahvaz,0.0,50
Success,2025-09-04 11:11:00,Amex,Tabriz,0.0,46
Success,2025-09-21 01:51:00,MastCard,Tabriz,1782689.0,48
fail,2025-09-13 17:07:00,Visa,Mashhad,9999999999.0,33
fail,2025-09-22 18:00:00,Visa,nan,9999999999.0,88
fail,2025-09-19 00:00:00,Visa,Isfahan,-5000.0,90
failed,2025-09-02 04:04:00,Discover,Tehran,1427657.0,27
fail,2025-09-14 20:20:00,Visa,tehr@n,471227.0,1
fail,2025-09-29 04:15:00,MastCard,Isfahan,123456.0,85
success,2025-09-04 02:37:00,MasterCard,Karaj,177050.0,59
fail,2025-09-16 05:56:00,MasterCard,Ahvaz,1782689.0,10
fail,2025-09-21 20:33:00,Visa,karaj,1472823.0,96
fail,2025-09-20 06:30:00,Master-Card,karaj,9999999999.0,25
fail,2025-09-14 14:11:00,Visa,karaj,100.5,84
success,2025-09-27 10:48:00,Discover,Shiraz,5000.0,57
FAIL,2025-09-29 02:37:00,Visa,Isfahan,100.5,66
fail,2025-09-15 21:10:00,Visa,Shiraz,583952.0,15
fail,2025-09-28 10:05:00,Amex,karaj,1502601.0,28
Success,2025-09-03 16:40:00,MastCard,Isfahan,1305967.0,13
failed,2025-09-08 09:45:00,MastCard,Tabriz,100.5,14
fail,2025-09-16 13:10:00,Amex,Isfahan,900000.0,66
success,2025-09-10 02:37:00,Master Card,Qom,976246.0,34
fail,2025-09-04 14:30:00,MasterCard,Tehran,1883871.0,100
success,2025-09-30 03:27:00,MasterCard,Ahvaz,63489.0,25
FAIL,2025-09-18 12:12:00,Discover,Tehran,0.0,54
success,2025-09-02 03:27:00,Visa,Tehran,850000.0,79
success,2025-09-17 01:01:00,Amex,Tehran,-999999.0,12
fail,2025-09-13 02:24:00,Discover,Qom,471227.0,9
success,2025-09-04 02:54:00,MasterCard,Tabriz,0.0,31
success,2025-09-26 14:00:00,Visa,Isfahan,99999.0,78
success,2025-09-25 14:11:00,Vsa,tehr@n,0.0,94
fail,2025-09-30 19:51:00,visa,karaj,914282.0,53
success,2025-09-11 03:27:00,Discover,THR,1463119.0,43
success,2025-09-07 06:06:00,Vsa,Qom,343679.0,38
fail,2025-09-12 03:27:00,Master-Card,THR,450000.0,42
fail,2025-09-10 20:33:00,visa,Ahvaz,0.0,72
fail,2025-09-07 07:08:00,Discover,tehr@n,1.0,48
success,2025-09-13 19:19:00,MastCard,Tehran,1387769.0,67
success,2025-09-07 10:48:00,Visa,Tehran,9999999999.0,66
failed,2025-09-24 00:00:00,Amex,Tehran,0.0,16
fail,2025-09-17 07:08:00,MastCard,TEHRAN,-5000.0,83
Success,2025-09-10 04:40:00,MastCard,Qom,300000.0,95
success,2025-09-29 01:01:00,Visa,Isfahan,1578078.0,16
fail,2025-09-10 13:13:00,Master-Card,Mashhad,343679.0,31
fail,2025-09-24 18:45:00,MasterCard,karaj,200000.0,58
fail,2025-09-04 03:00:00,Visa,TEHRAN,100.5,28
Success,2025-09-20 15:45:00,MasterCard,Karaj,177050.0,4
fail,2025-09-04 10:48:00,Master-Card,Ahvaz,976246.0,10
fail,2025-09-22 02:30:00,VISA,Tabriz,1463119.0,51
fail,2025-09-07 08:59:00,MastCard,Mashhad,50200.0,18
failed,2025-09-22 11:11:00,Visa,THR,-5000.0,47
fail,2025-09-01 14:30:00,Visa,Ahvaz,0.0,32
fail,2025-09-12 11:11:00,Visa,Karaj,443463.0,30
success,2025-09-24 14:11:00,Visa,Tehran,583952.0,36
success,2025-09-13 04:04:00,Discover,Tehran,343679.0,9
success,2025-09-10 21:21:00,Discover,Tehran,914465.0,36
success,2025-09-15 14:00:00,Visa,Qom,250000.0,29
failed,2025-09-27 18:00:00,Master-Card,Qom,-5000.0,16
failed,2025-09-13 12:12:00,Amex,tehr@n,250000.0,93
failed,2025-09-23 09:00:00,Vsa,Karaj,177050.0,21
fail,2025-09-22 01:01:00,Discover,Tabriz,1578078.0,64
failed,2025-09-22 14:00:00,MasterCard,Tehran,50200.0,66
fail,2025-09-21 20:33:00,Discover,THR,5000.0,59
fail,2025-09-22 05:23:00,MasterCard,Mashhad,1578078.0,100
Success,2025-09-28 06:30:00,Amex,Shiraz,0.0,28
failed,2025-09-09 21:23:00,MasterCard,Qom,1578078.0,55
success,2025-09-26 12:12:00,Vsa,Tehran,1463119.0,31
failed,2025-09-09 02:54:00,Master-Card,Tehran,850000.0,33
succeed,2025-09-15 10:48:00,MasterCard,Isfahan,1578078.0,88
success,2025-09-10 23:59:00,Discover,Isfahan,1578078.0,60
success,2025-09-24 21:23:00,Master Card,Shiraz,900000.0,41
success,2025-09-26 14:55:00,MastCard,Shiraz,1463119.0,81
fail,2025-09-25 02:20:00,Amex,Tehran ,585954.0,46
fail,2025-09-29 23:17:00,MastCard,THR,-999999.0,49
success,2025-09-10 13:10:00,Visa,Mashhad,471227.0,65
fail,2025-09-08 02:20:00,Visa,Mashhad,-999999.0,42
fail,2025-09-24 04:40:00,Visa,Shiraz,419089.0,23
fail,2025-09-16 05:23:00,Visa,Tehran,200000.0,27
fail,2025-09-17 17:07:00,MasterCard,nan,976246.0,90
FAIL,2025-09-26 11:11:00,Visa,Mashhad,205000.0,32
success,2025-09-27 19:51:00,Master-Card,TEHRAN,0.0,83
success,2025-09-05 23:17:00,Amex,Tehran ,583952.0,89
FAIL,2025-09-04 21:23:00,Discover,Qom,443463.0,3
failed,2025-09-18 14:00:00,Visa,Tehran,-5000.0,60
success,2025-09-24 14:11:00,Amex,Qom,1387769.0,76
failed,2025-09-19 07:08:00,Visa,Qom,177050.0,100
success,2025-09-04 09:45:00,MastCard,Ahvaz,100000.0,79
fail,2025-09-28 19:40:00,Vsa,Tehran,774681.0,17
fail,2025-09-07 16:16:00,MasterCard,Mashhad,1.0,32
success,2025-09-10 20:20:00,Visa,TEHRAN,177050.0,7
success,2025-09-25 02:24:00,Vsa,nan,100.5,83
success,2025-09-18 12:12:00,Discover,Tehran,0.0,71
success,2025-09-19 03:27:00,Visa,THR,177050.0,69
fail,2025-09-04 22:27:00,MasterCard,Tehran,850000.0,58
fail,2025-09-10 19:29:00,nan,karaj,205000.0,40
success,2025-09-01 11:11:00,Discover,Tabriz,0.0,85
fail,2025-09-23 06:06:00,Master-Card,Tehran ,1782689.0,48
success,2025-09-18 16:16:00,Visa,Karaj,419089.0,51
success,2025-09-05 06:06:00,Visa,Isfahan,333333.0,57
success,2025-09-15 13:13:00,MastCard,Tabriz,1782689.0,71
fail,2025-09-17 12:44:00,Visa,Tabriz,1578078.0,37
success,2025-09-03 14:11:00,Discover,Karaj,50200.0,88
failed,2025-09-12 13:13:00,Visa,TEHRAN,1387769.0,75
succeed,2025-09-02 05:56:00,Discover,Ahvaz,1768588.0,74
failed,2025-09-01 16:16:00,Discover,karaj,1578078.0,85
success,2025-09-23 12:44:00,MastCard,Ahvaz,419089.0,55
fail,2025-09-21 11:11:00,MastCard,Tehran ,9999999999.0,41
success,2025-09-17 14:11:00,Master Card,Ahvaz,976246.0,98
Success,2025-09-22 14:11:00,MastCard,Tabriz,1387769.0,20
fail,2025-09-16 04:40:00,MastCard,Ahvaz,774681.0,33
fail,2025-09-05 18:00:00,MastCard,Tabriz,-5000.0,40
fail,2025-09-15 18:45:00,Master-Card,nan,585954.0,100
success,2025-09-03 16:16:00,Discover,Isfahan,1502601.0,34
success,2025-09-28 12:34:00,Discover,Tabriz,1782689.0,62
fail,2025-09-07 10:48:00,MastCard,Tabriz,1050805.0,92
failed,2025-09-11 05:23:00,Visa,Shiraz,583952.0,19
success,2025-09-10 21:10:00,nan,Tehran,0.0,43
fail,2025-09-09 02:37:00,MasterCard,tehr@n,300000.0,69
fail,2025-09-14 12:12:00,Discover,Tabriz,63489.0,63
fail,2025-09-13 12:34:00,Vsa,Tabriz,9999999999.0,94
success,2025-09-29 23:59:00,Discover,Tehran,50200.0,10
fail,2025-09-25 05:56:00,VISA,Tabriz,-5000.0,13
success,2025-09-30 12:12:00,visa,Isfahan,583952.0,94
success,2025-09-25 12:12:00,MastCard,Isfahan,1463119.0,5
success,2025-09-02 04:40:00,Visa,Tabriz,1768588.0,58
fail,2025-09-03 11:11:00,Discover,Tehran,-5000.0,59
success,2025-09-07 20:33:00,MasterCard,Tabriz,1782689.0,76
failed,2025-09-21 12:12:00,Master-Card,Ahvaz,1000.0,59
fail,2025-09-18 20:33:00,Visa,Isfahan,583952.0,77
fail,2025-09-03 09:00:00,Visa,Tabriz,-999999.0,87
success,2025-09-10 14:55:00,Visa,Tabriz,300000.0,15
success,2025-09-22 18:45:00,MasterCard,Qom,1502601.0,77
fail,2025-09-29 21:10:00,Master-Card,Tabriz,471227.0,1
success,2025-09-07 09:45:00,Visa,Shiraz,0.0,38
success,2025-09-09 23:59:00,Visa,ThRan,300000.0,53
Success,2025-09-17 16:40:00,MastCard,Tehran,-5000.0,52
fail,2025-09-11 08:59:00,Vsa,Tehran,976246.0,1
success,2025-09-07 03:27:00,Vsa,Tehran,300000.0,11
fail,2025-09-24 02:30:00,Vsa,Mashhad,0.0,58
success,2025-09-28 10:48:00,Visa,Tehran,-5000.0,40
success,2025-09-14 00:00:00,MasterCard,Mashhad,-999999.0,87
fail,2025-09-19 23:59:00,visa,TEHRAN,1883871.0,100
failed,2025-09-04 19:29:00,visa,Tehran,177050.0,60
fail,2025-09-26 08:08:00,Amex,Isfahan,123456.0,44
success,2025-09-06 08:08:00,MastCard,Ahvaz,343679.0,6
fail,2025-09-10 12:12:00,Master Card,Tehran,-999999.0,28
success,2025-09-07 21:21:00,MasterCard,Tehran,0.0,31
fail,2025-09-13 03:00:00,Visa,Shiraz,-999999.0,8
failed,2025-09-14 12:12:00,MastCard,Tehran,123456.0,5
failed,2025-09-04 07:08:00,VISA,Ahvaz,914282.0,54
failed,2025-09-08 02:24:00,MastCard,Tehran,1387769.0,17
fail,2025-09-05 00:00:00,Vsa,Mashhad,419089.0,38
success,2025-09-01 05:23:00,MasterCard,Karaj,419089.0,9
fail,2025-09-04 04:15:00,Visa,Tabriz,9999999999.0,74
failed,2025-09-03 18:45:00,Visa,Tehran,1578078.0,84
success,2025-09-09 16:16:00,visa,Tehran,1000.0,78
success,2025-09-08 17:17:00,MasterCard,THR,-5000.0,14
success,2025-09-01 09:00:00,Visa,Karaj,976246.0,26
fail,2025-09-27 06:30:00,Master Card,Tehran,0.0,94
success,2025-09-06 14:02:00,MasterCard,Karaj,1768588.0,62
fail,2025-09-09 19:19:00,Vsa,Karaj,1883871.0,92
FAIL,2025-09-07 08:08:00,Amex,nan,914282.0,25
failed,2025-09-04 05:23:00,Visa,Isfahan,0.0,80
success,2025-09-13 04:04:00,Amex,THR,99999.0,36
Success,2025-09-17 18:12:00,visa,Mashhad,1578078.0,99
fail,2025-09-28 07:08:00,Visa,TEHRAN,200000.0,80
failed,2025-09-02 09:09:00,Vsa,Tehran,1768588.0,33
fail,2025-09-28 14:30:00,Discover,Tehran,900000.0,3
success,2025-09-05 07:07:00,Discover,THR,5000.0,88
success,2025-09-12 08:08:00,Discover,karaj,1463119.0,11
fail,2025-09-27 01:51:00,Master-Card,Tabriz,1768588.0,58
fail,2025-09-21 23:59:00,MasterCard,Qom,-5000.0,64
fail,2025-09-08 20:33:00,MasterCard,Isfahan,5000.0,18
succeed,2025-09-06 19:40:00,Vsa,Tehran,585954.0,47
fail,2025-09-08 02:37:00,Visa,Tehran,585954.0,44
success,2025-09-18 16:16:00,Visa,Tehran,-5000.0,94
failed,2025-09-03 09:09:00,Visa,Qom,1768588.0,59
fail,2025-09-22 02:30:00,MastCard,Tabriz,-5000.0,50
success,2025-09-12 13:10:00,MasterCard,Tehran,-999999.0,69
success,2025-09-29 03:27:00,Master-Card,tehr@n,200000.0,89
fail,2025-09-26 04:40:00,MasterCard,Tehran,123456.0,29
success,2025-09-03 17:17:00,Visa,Shiraz,1158713.0,94
fail,2025-09-22 02:37:00,Vsa,TEHRAN,9999999999.0,91
fail,2025-09-06 18:00:00,Discover,Tehran,1463119.0,67
success,2025-09-02 03:27:00,nan,Tabriz,650000.0,2
success,2025-09-23 02:20:00,Discover,Qom,976246.0,25
Success,2025-09-12 05:56:00,Visa,Mashhad,5000.0,19
failed,2025-09-02 19:51:00,MasterCard,Mashhad,914465.0,40
success,2025-09-06 07:07:00,Visa,Qom,177050.0,2
fail,2025-09-17 10:05:00,Visa,tehr@n,1463119.0,83
fail,2025-09-03 11:11:00,MasterCard,Tehran,200000.0,65
fail,2025-09-02 21:10:00,Visa,Ahvaz,200000.0,62
success,2025-09-23 08:59:00,Visa,Tabriz,-5000.0,92
failed,2025-09-30 01:01:00,Discover,Isfahan,914465.0,54
fail,2025-09-20 09:45:00,MasterCard,Tehran,205000.0,45
fail,2025-09-08 11:11:00,MasterCard,Mashhad,412308.0,49
success,2025-09-22 04:40:00,Visa,Ahvaz,471227.0,100
fail,2025-09-12 10:05:00,Amex,Tehran,99999.0,69
success,2025-09-26 21:21:00,MastCard,Tabriz,0.0,38
success,2025-09-04 01:51:00,MastCard,Isfahan,-5000.0,4
success,2025-09-05 05:56:00,Discover,Tehran,-1.0,17
fail,2025-09-13 02:30:00,Visa,Ahvaz,9999999999.0,53
failed,2025-09-29 01:01:00,MasterCard,Ahvaz,123456.0,85
fail,2025-09-15 14:55:00,Master-Card,karaj,123456.0,53
failed,2025-09-25 19:51:00,MasterCard,Qom,-999999.0,31
fail,2025-09-23 11:11:00,Visa,Mashhad,1.0,22
failed,2025-09-16 04:15:00,Visa,Tabriz,1050805.0,11
success,2025-09-10 02:20:00,Master Card,Shiraz,976246.0,34
fail,2025-09-30 11:11:00,MastCard,Mashhad,976246.0,15
failed,2025-09-30 05:56:00,Discover,Tehran ,1.0,10
success,2025-09-25 14:11:00,Discover,Tehran ,412308.0,97
fail,2025-09-23 08:08:00,Master-Card,TEHRAN,900000.0,53
fail,2025-09-16 04:04:00,Visa,Isfahan,450000.0,48
success,2025-09-12 01:01:00,MasterCard,Isfahan,100.5,31
success,2025-09-17 14:02:00,MastCard,THR,1387769.0,37
success,2025-09-16 21:23:00,MasterCard,Karaj,12345.0,28
success,2025-09-12 04:40:00,Visa,Karaj,471227.0,31
success,2025-09-08 04:40:00,Visa,Tabriz,0.0,70
success,2025-09-20 18:45:00,Master-Card,karaj,120000.0,14
success,2025-09-03 07:32:00,MasterCard,Qom,-5000.0,88
fail,2025-09-16 12:44:00,Vsa,Mashhad,200000.0,16
Success,2025-09-30 19:40:00,Amex,THR,100000.0,25
fail,2025-09-13 19:51:00,Master Card,Isfahan,-999999.0,39
fail,2025-09-23 19:19:00,nan,Shiraz,1768588.0,66
success,2025-09-28 02:30:00,MasterCard,Mashhad,583952.0,38
success,2025-09-19 18:00:00,Discover,Qom,177050.0,41
fail,2025-09-08 06:06:00,Amex,Tehran,914465.0,99
fail,2025-09-22 16:16:00,MastCard,Mashhad,1768588.0,40
success,2025-09-05 19:40:00,MasterCard,Qom,123456.0,64
FAIL,2025-09-20 05:23:00,Vsa,Mashhad,-5000.0,90
success,2025-09-08 02:54:00,Visa,karaj,63489.0,16
success,2025-09-24 21:23:00,Discover,Tabriz,333333.0,82
fail,2025-09-12 14:02:00,MastCard,THR,471227.0,77
fail,2025-09-01 22:27:00,Discover,Isfahan,-999999.0,59
fail,2025-09-25 08:08:00,MasterCard,Karaj,177050.0,92
fail,2025-09-30 02:37:00,VISA,Tehran,0.0,99
success,2025-09-21 09:09:00,Amex,Tehran,976246.0,11
fail,2025-09-20 11:11:00,Master Card,Ahvaz,419089.0,1
fail,2025-09-06 08:08:00,MastCard,Tehran,914282.0,13
success,2025-09-22 02:30:00,MastCard,Tehran ,205000.0,30
failed,2025-09-18 02:30:00,Amex,Tehran,443463.0,69
Success,2025-09-08 23:59:00,Visa,TEHRAN,1050805.0,18
success,2025-09-07 11:11:00,MasterCard,Mashhad,1158713.0,78
fail,2025-09-01 04:40:00,Discover,Qom,583952.0,13
success,2025-09-21 09:00:00,visa,Tehran,0.0,32
fail,2025-09-16 17:17:00,Discover,Isfahan,200000.0,71
success,2025-09-12 02:30:00,Visa,Tehran,1578078.0,72
success,2025-09-06 08:59:00,Amex,Mashhad,555555.0,50
success,2025-09-20 12:12:00,MasterCard,Qom,1768588.0,71
Success,2025-09-02 09:09:00,Visa,Karaj,471227.0,80
success,2025-09-29 01:01:00,Visa,THR,63489.0,31
success,2025-09-14 12:12:00,Vsa,Mashhad,300000.0,51
fail,2025-09-04 20:20:00,MasterCard,Tabriz,914465.0,27
Success,2025-09-01 04:40:00,Visa,Isfahan,5000.0,60
fail,2025-09-23 02:20:00,MasterCard,karaj,177050.0,33
failed,2025-09-18 21:21:00,Discover,Tehran,850000.0,53
fail,2025-09-13 07:32:00,Visa,Shiraz,123456.0,94
fail,2025-09-02 19:29:00,Master Card,Tehran,343679.0,72
failed,2025-09-09 08:59:00,Discover,Tabriz,177050.0,33
fail,2025-09-21 14:00:00,Visa,Qom,1158713.0,41
failed,2025-09-02 14:55:00,VISA,Mashhad,5000.0,19
fail,2025-09-27 22:27:00,Vsa,Mashhad,419089.0,85
failed,2025-09-25 05:56:00,Discover,Shiraz,1578078.0,41
success,2025-09-09 04:15:00,MasterCard,Tabriz,850000.0,85
success,2025-09-01 02:30:00,Master-Card,Tabriz,0.0,90
fail,2025-09-11 21:21:00,Discover,Karaj,-5000.0,42
fail,2025-09-03 07:07:00,Amex,Qom,123456.0,23
failed,2025-09-20 15:45:00,MasterCard,Tehran,1050805.0,75
fail,2025-09-30 14:55:00,MasterCard,Shiraz,976246.0,33
fail,2025-09-23 11:11:00,Amex,Shiraz,-5000.0,20
success,2025-09-26 23:59:00,MasterCard,Tehran,9999999999.0,25
success,2025-09-04 08:08:00,Visa,Ahvaz,1782689.0,91
fail,2025-09-18 12:44:00,Vsa,Mashhad,9999999999.0,52
fail,2025-09-23 01:01:00,Visa,Tabriz,300000.0,12
fail,2025-09-06 19:51:00,MasterCard,Qom,976246.0,32
failed,2025-09-03 02:37:00,Amex,Qom,914465.0,33
fail,2025-09-22 12:12:00,MastCard,TEHRAN,1768588.0,74
FAIL,2025-09-11 11:11:00,MasterCard,Karaj,545116.0,68
fail,2025-09-15 00:00:00,MastCard,Tabriz,200000.0,15
fail,2025-09-22 01:01:00,Visa,Tehran,1578078.0,51
success,2025-09-28 16:16:00,Amex,THR,100.5,6
fail,2025-09-05 02:20:00,Vsa,karaj,1463119.0,92
success,2025-09-20 18:12:00,Master-Card,Tehran,1502601.0,69
failed,2025-09-10 02:54:00,Amex,Tehran,900000.0,69
fail,2025-09-12 14:55:00,Discover,Karaj,419089.0,82
failed,2025-09-15 10:05:00,Visa,Karaj,1305967.0,93
fail,2025-09-17 21:10:00,Discover,Tehran,0.0,35
fail,2025-09-10 19:51:00,MasterCard,Shiraz,-5000.0,87
fail,2025-09-06 02:54:00,Visa,Tabriz,343679.0,34
Success,2025-09-18 09:00:00,Master Card,Tabriz,-5000.0,63
fail,2025-09-13 04:15:00,Master-Card,Tabriz,-5000.0,68
failed,2025-09-03 12:44:00,Visa,Mashhad,1305967.0,18
success,2025-09-30 15:45:00,Amex,Ahvaz,976246.0,26
fail,2025-09-24 02:54:00,Vsa,Mashhad,1000.0,87
success,2025-09-10 03:27:00,Discover,Tabriz,-5000.0,98
failed,2025-09-30 19:51:00,MasterCard,THR,0.0,61
success,2025-09-14 23:59:00,MasterCard,Tehran,0.0,78
success,2025-09-06 05:23:00,Visa,Ahvaz,0.0,96
failed,2025-09-03 03:27:00,Amex,Ahvaz,650000.0,74
fail,2025-09-16 06:06:00,visa,Tabriz,555555.0,89
Success,2025-09-07 00:00:00,Discover,Tehran,471227.0,85
failed,2025-09-20 02:24:00,Amex,THR,650000.0,48
success,2025-09-14 10:48:00,Discover,Qom,914282.0,72
failed,2025-09-09 07:07:00,Master-Card,Tehran,12345.0,97
success,2025-09-15 07:07:00,Master-Card,TEHRAN,585954.0,31
success,2025-09-21 08:08:00,Visa,Isfahan,1472823.0,34
success,2025-09-03 09:09:00,Master-Card,Isfahan,-999999.0,88
fail,2025-09-02 02:24:00,Visa,Shiraz,0.0,90
success,2025-09-27 19:40:00,Visa,Shiraz,1578078.0,7
fail,2025-09-02 17:07:00,Amex,Isfahan,-5000.0,83
success,2025-09-03 18:00:00,Discover,Tehran,100.5,7
fail,2025-09-18 08:08:00,MasterCard,Qom,-5000.0,47
fail,2025-09-14 13:10:00,Amex,Shiraz,0.0,8
fail,2025-09-20 23:59:00,Visa,THR,-5000.0,78
failed,2025-09-18 08:08:00,Discover,Mashhad,9999999999.0,1
fail,2025-09-10 03:00:00,MasterCard,Shiraz,0.0,77
success,2025-09-25 05:56:00,Discover,Tehran,-5000.0,3
fail,2025-09-02 00:00:00,Visa,TEHRAN,914282.0,53
success,2025-09-25 21:23:00,Visa,Tabriz,200000.0,93
fail,2025-09-29 09:00:00,Vsa,Shiraz,1578078.0,38
fail,2025-09-22 06:30:00,nan,TEHRAN,50200.0,51
success,2025-09-01 14:55:00,Visa,karaj,545116.0,15
success,2025-09-04 08:59:00,Discover,Shiraz,1427657.0,67
fail,2025-09-14 06:06:00,Amex,Karaj,-5000.0,64
success,2025-09-01 01:51:00,Master Card,TEHRAN,-1.0,68
failed,2025-09-14 12:12:00,Discover,karaj,-999999.0,5
fail,2025-09-16 03:27:00,Master-Card,Shiraz,900000.0,91
fail,2025-09-22 02:30:00,MasterCard,Shiraz,914465.0,90
success,2025-09-14 08:08:00,Master Card,Tehran,100.5,10
fail,2025-09-29 23:59:00,Visa,Mashhad,-5000.0,8
succeed,2025-09-20 17:17:00,VISA,Tabriz,1502601.0,12
success,2025-09-03 01:01:00,MasterCard,Isfahan,914282.0,64
success,2025-09-03 10:48:00,Master Card,Shiraz,0.0,59
success,2025-09-09 02:30:00,MasterCard,Tehran,0.0,67
success,2025-09-06 11:11:00,MasterCard,Tehran,0.0,92
fail,2025-09-25 09:00:00,Vsa,Isfahan,976246.0,50
Success,2025-09-13 01:01:00,MastCard,Tabriz,177050.0,23
success,2025-09-21 18:45:00,Amex,Isfahan,1768588.0,40
fail,2025-09-02 20:20:00,MasterCard,tehr@n,1782689.0,98
